"";"rownames.mat."
"7381";"J._Lemonides"
"7382";"Kenyon_Bajus"
"7383";"kickback"
"7384";"kickback_money"
"7385";"McAvoy"
"7386";"Ronald_Ciricillo"
"7387";"Thomas_J._McAvoy"
"7388";"Reporters"
"7389";"Garrett"
"7390";"Richard_Viguerie"
"7391";"Thaddeus_Garrett"
"7392";"Viguerie"
"7393";"Weicker"
"7394";"Ethan_Geto"
"7395";"Geto"
"7396";"Michelle_deMilly"
"7397";"Pressman"
"7398";"Robert_Pressman"
"7399";"Rubenstein"
"7400";"JOHN_H._DOWNS"
"7401";"Mabus"
"7402";"Boyer"
"7403";"Hastings"
"7404";"Peter_J._Boyer_'s"
"7405";"B.C."
"7406";"Burberry"
"7407";"Dae_Jung"
"7408";"Edgar_Allan_Poe"
"7409";"KIM_DAE_JUNG_'S"
"7410";"Steve_McQueen"
"7411";"Tonghak"
"7412";"Young_Sam"
"7413";"Marvin_Bogner"
"7414";"John_Marchi"
"7415";"Puerto_Rican"
"7416";"Councilwoman_Maloney"
"7417";"Hoey"
"7418";"Joseph_Messina"
"7419";"Messina"
"7420";"Patrick_T._Hoey"
"7421";"Rachel_Gordon"
"7422";"Andrzej_Bogusz"
"7423";"Andrzej_Czeczot"
"7424";"Czeczot"
"7425";"Danger"
"7426";"Jan_Pietrzak"
"7427";"Jerzy_Myssura"
"7428";"Lenny_Bruce"
"7429";"Myssura"
"7430";"Pietrzak"
"7431";"Pod_Egida_'"
"7432";"Will_Rogers"
"7433";"Athia_Hardt"
"7434";"Mark_Pastin"
"7435";"Mofford"
"7436";"Tora"
"7437";"Yamomoto"
"7438";"Abe_Hirschfeld"
"7439";"Alfred_DelBello"
"7440";"Edward_Koch"
"7441";"Nina_Andreyeva"
"7442";"Sovetskaya_Rossiya"
"7443";"Anti_-_Stalinism"
"7444";"IN"
"7445";"Vendex"
"7446";"Jay_P._Rolison_Jr."
"7447";"Ralph_J._Marino"
"7448";"Casperson"
"7449";"Frederick"
"7450";"Leonard_Sandberg"
"7451";"Sidney_J._Casperson"
"7452";"GIOVANELLI"
"7453";"Oz"
"7454";"Diana"
"7455";"Lynn"
"7456";"Brazen"
"7457";"Caucasus"
"7458";"Hegel"
"7459";"Recalling_Brezhnev"
"7460";"Anthony_M._Villane"
"7461";"Frank_X._Graves"
"7462";"Graves"
"7463";"Woodbridge"
"7464";"Bosco_Matamoros"
"7465";"Cesar"
"7466";"Matamors"
"7467";"Abi_Adi"
"7468";"Agre_-_Salem"
"7469";"Ahtisaari"
"7470";"Berhanu"
"7471";"Berhanu_Jembere"
"7472";"Martti_Ahtisaari"
"7473";"Senkata"
"7474";"Adkins"
"7475";"Charles_E._Haden_2d"
"7476";"Charles_Hilbert"
"7477";"Hilbert"
"7478";"Jim_Webb"
"7479";"Joseph_Savage"
"7480";"Steve_Adkins"
"7481";"Rigoberto_Menchu"
"7482";"Rolando_Castillo"
"7483";"Anatoly_S._Ivanov"
"7484";"Molodaya_Gvardiya"
"7485";"Valentin_M._Chikin"
"7486";"Yegeny_Yevtushenko"
"7487";"A._BURASHNIKOV"
"7488";"A._Petrov"
"7489";"A._TRAKHTMAN"
"7490";"a_M._Romadin_'s"
"7491";"Anastasia_Brovaia"
"7492";"B._SUVORKIN"
"7493";"Buzukov"
"7494";"Cherkassy"
"7495";"Fedor_Ivanovich_Chigirik"
"7496";"I._M._KHMILKOVSKY"
"7497";"L._I._Brezhnev_'s"
"7498";"L._I._KATKOVA"
"7499";"M._S._Gorbachev"
"7500";"Makar"
"7501";"Makar_Handus_'s"
"7502";"N._IVANOVA"
"7503";"Naberezhne_Chelny"
"7504";"Odessa"
"7505";"Oktyabrski"
"7506";"Vasily_Aksyonov_'s"
"7507";"Xeroxes"
"7508";"Dall_W._Forsythe"
"7509";"Henrik_N._Dullea"
"7510";"MARIO_M._CUOMO"
"7511";"Ivan_Csaba"
"7512";"Laszlo_Lengyel"
"7513";"Mihaly_Bihari"
"7514";"Nepszabadsag"
"7515";"Pozsgay"
"7516";"Zoltan_Biro"
"7517";"Zoltan_Kiraly"
"7518";"Adolf_Hitler"
"7519";"Daniel_Cohn_-_Bendit"
"7520";"Pierre_Poujade"
"7521";"Caucasus_Mountains"
"7522";"Roy_Medvedev_'s"
"7523";"Roy_Medvedev_-_sharp"
"7524";"Sobesednik"
"7525";"Zhores_Medvedev"
"7526";"Afid_Ben_Amar"
"7527";"Alain_Etore"
"7528";"Braik"
"7529";"Etore"
"7530";"Jacques_Chirac_'s"
"7531";"Joseph_Trehel"
"7532";"Les_Mureaux"
"7533";"Marie_-_Christine_Couturier"
"7534";"Monte_Cassino"
"7535";"Paul_Raoult"
"7536";"Pierre_Pezet"
"7537";"Quartier_des_Musiciens"
"7538";"Ramadan"
"7539";"Trehel"
"7540";"Zouair_Braik"
"7541";"Cardinal_Sin"
"7542";"Corazon_Aquino_'s"
"7543";"David_Celtran"
"7544";"Gregorio"
"7545";"Jose_Concepcion_Jr."
"7546";"RICHARD_L._MATTIACCIO"
"7547";"Andreyeva"
"7548";"Chikin"
"7549";"Valentin_V._Chikin"
"7550";"Tom_Griscom"
"7551";"Andrzej_Wielowieyski"
"7552";"Cardinal_Macharski"
"7553";"Mazowiecki"
"7554";"Tadeusz_Mazowiecki"
"7555";"Zalewski"
"7556";"Alfred_Miodowicz"
"7557";"Andrzej_Stelmachowski"
"7558";"Ciosek"
"7559";"Krzystof_Krajewski"
"7560";"Miodowicz"
"7561";"Nowa_Huta"
"7562";"Tadeusz_Zaleski"
"7563";"Engineer"
"7564";"KOCH"
"7565";"Samuel_I._Schwartz"
"7566";"Bennett_Liebman"
"7567";"Edward_Costikyan"
"7568";"Edward_V._Regan_-_$_6_million"
"7569";"Paul_Curran"
"7570";"Qian"
"7571";"Qian_Jiaju"
"7572";"Berge"
"7573";"Francine_Gomez"
"7574";"J._Paul_Horne"
"7575";"Jean_Cheval"
"7576";"Pierre_Beregovoy"
"7577";"Pierre_Berge"
"7578";"Rondeleux_Oudart"
"7579";"Thierry_Huon"
"7580";"Andrea"
"7581";"Buffalo_Bison"
"7582";"Christopher"
"7583";"Clarence_S._Darrow"
"7584";"Franklin_D._Roosevelt_'s"
"7585";"George_Bush"
"7586";"Glendy_LaDuke"
"7587";"Jesse_Jackson_'s"
"7588";"Mario_Cuomo_'s"
"7589";"Nancy_Reagan"
"7590";"Sam_Nunn"
"7591";"Claude_de_Kemoularia"
"7592";"Donald_Regan_'s"
"7593";"Corazon_C._AN"
"7594";"Corazon_C._LEAD"
"7595";"Miriam_Defensor_Santiago"
"7596";"Santiago"
"7597";"Peter_Piscitelli"
"7598";"Piscitelli"
"7599";"Astor"
"7600";"Brooke_Astor"
"7601";"C'mon"
"7602";"Phyllis_Cerf_Wagner"
"7603";"DeVincenzo"
"7604";"Joseph_DeVincenzo"
"7605";"Clifford_Chanin"
"7606";"Joseph_DeVincenzio"
"7607";"Nydia_Padilla"
"7608";"Padilla"
"7609";"Padillas"
"7610";"Daughters"
"7611";"Rodney_Dangerfield"
"7612";"Whad'de"
"7613";"Hafizullah_Amin"
"7614";"Najibullah_The_Khalqis"
"7615";"Parcham"
"7616";"Pushtoon"
"7617";"Heng_Samrin"
"7618";"Lon_Nol"
"7619";"Pol_Pot"
"7620";"pro_-_Hanoi"
"7621";"Son_Sann"
"7622";"David_K._Shipler_'s"
"7623";"carrot_sticks"
"7624";"Mary_Beth_Mooney"
"7625";"Mooney"
"7626";"Richard_L._Brodsky"
"7627";"Scott_Wexler"
"7628";"Wexler"
"7629";"Holder"
"7630";"Lewis_Flagg"
"7631";"Lewis_S._Flagg_Jr."
"7632";"Mac_Holder"
"7633";"Marcus_Garvey"
"7634";"Marcus_Garvey_'s"
"7635";"O.D._Williams"
"7636";"Wesley_McDonald_Holder"
"7637";"Avraham_Burg"
"7638";"Bar_-_Am"
"7639";"Yitzhak_Peretz"
"7640";"Albert_Camus"
"7641";"Irina_Ratushinskaya"
"7642";"Mandalay"
"7643";"Maung_Phone"
"7644";"U_Ne_Win"
"7645";"Yezin"
"7646";"Daney"
"7647";"Jean_-_Paul_Sartre"
"7648";"July"
"7649";"Keyboard"
"7650";"Libe"
"7651";"Liberation"
"7652";"Serge"
"7653";"Serge_Daney"
"7654";"Serge_July"
"7655";"Vu"
"7656";"Daniel_L._Feldman"
"7657";"Joseph_Quinn"
"7658";"Lyndon_B._Johnson_'s"
"7659";"Patrick_G._Halpin_'s"
"7660";"Walter_L._McCaffrey"
"7661";"Dale_M._Volker"
"7662";"Jess_J._Present"
"7663";"Marino"
"7664";"Moderate"
"7665";"Rolison"
"7666";"Volker"
"7667";"Brydges"
"7668";"Earl_W._Brydges"
"7669";"Eleanor"
"7670";"Warren_Mattice_Anderson"
"7671";"Haggerty"
"7672";"Libous"
"7673";"Thomas_W._Libous"
"7674";"Ariel_Dorfman_'s"
"7675";"Daniel_P._Moynihan_'s"
"7676";"McMillan"
"7677";"Robert_R._McMillan"
"7678";"Mikhail_S._STARTLING"
"7679";"Nikolai_I._Yefimov"
"7680";"Petty_Tutelage_'"
"7681";"Koch_Nevertheless"
"7682";"Republicanism"
"7683";"Warren_M._Anderson_'s"
"7684";"Latsis"
"7685";"Nikolai_P._Popov"
"7686";"Nosov"
"7687";"Otto_R._Latsis"
"7688";"Selyunin"
"7689";"Shafarevich"
"7690";"Vasily_Selyunin"
"7691";"Yevgeny_Nosov"
"7692";"Askeran"
"7693";"Kyamran_I._Bagirov"
"7694";"Popoyan"
"7695";"Rafael_Popoyan"
"7696";"Stepanakert"
"7697";"Solis_Palma"
"7698";"Bermudez"
"7699";"MANAGUA"
"7700";"Mario_Aviles"
"7701";"Paul_S._Reichler"
"7702";"Politicians_Detained"
"7703";"Desmond_M._Tutu"
"7704";"Helen_Suzman"
"7705";"James_Stuart"
"7706";"Tutu"
"7707";"Chon_Woo_Yong"
"7708";"Panmunjom"
"7709";"After"
"7710";"Andre_Encreve"
"7711";"Culturally_Very_Protestant_'"
"7712";"Jacques_Maury"
"7713";"Jacques_Stewart"
"7714";"Jean_-_Pierre_Richardot"
"7715";"Jospin"
"7716";"Lorraine"
"7717";"Louis_XIV"
"7718";"Lutheran"
"7719";"Maurice_Couve_de_Murville"
"7720";"Maury"
"7721";"Pierre_-_Patrick_Kaltenbach"
"7722";"Protestant"
"7723";"Richardot"
"7724";"Rocard"
"7725";"ANWAR_M._SHAIKH"
"7726";"Mohammed_Khan_Junejo"
"7727";"Zulfikar_Ali_Bhutto"
"7728";"Buckley"
"7729";"Charlie_Buckley"
"7730";"Ed_Flynn"
"7731";"Gentile"
"7732";"Paul_T._Gentile"
"7733";"Peter_Rivera"
"7734";"Ramon_S._Velez"
"7735";"The_Decline_of_Patronage"
"7736";"Vincent_A._Marchiselli"
"7737";"Cuadra"
"7738";"Joao_Baena_Soares"
"7739";"Joaquin_Cuadra_Lacayo"
"7740";"Andrew_Fisher"
"7741";"Charles_E._Montanti"
"7742";"Charles_E._Simpson"
"7743";"David_Lenefsky"
"7744";"Fischer_Marine"
"7745";"Fisher"
"7746";"George_Fischer"
"7747";"George_R._Fischer"
"7748";"Lachant"
"7749";"Larry_Lachant"
"7750";"Lawrence_Lachant"
"7751";"Lenefksy"
"7752";"Lenefsky"
"7753";"Simpson"
"7754";"Nathan_Z._Dershowitz"
"7755";"Bob_Garcia"
"7756";"Foglia"
"7757";"James_Fox"
"7758";"Philip_F._Foglia"
"7759";"Rudy_Giuliani"
"7760";"Salvador_Collazo"
"7761";"William_Cunningham"
"7762";"Briefs"
"7763";"Francis_J._Sanzillo"
"7764";"Howard_R._Rellin"
"7765";"Joseph_Walsh"
"7766";"Alfred_J._Callegari"
"7767";"Daniel_Scharf"
"7768";"Gan"
"7769";"Halper"
"7770";"Phyllis_A._Zito"
"7771";"Roland_E._Breault"
"7772";"Theodore_Halper"
"7773";"William_Gan"
"7774";"Generals_Namphy"
"7775";"Martial_Celestin"
"7776";"Konstantin_Ivanov"
"7777";"Molodaya_Gvardiya_'s"
"7778";"Tvardovsky"
"7779";"Volga"
"7780";"Antonio_Imbert_Barrera"
"7781";"Elias"
"7782";"Imbert"
"7783";"Rafael_Marion_-_Landais"
"7784";"Fortunato_Abad"
"7785";"Vigilante_Abuses"
"7786";"Harold_J._Rothwax_'s"
"7787";"Yvette_Aguiar"
"7788";"Anthony_J._Travia"
"7789";"Comptroller_Regan"
"7790";"George_L._Clark"
"7791";"Guy_Velella"
"7792";"Jimmy_Walker"
"7793";"John_S._Dyson"
"7794";"Richard_M._Rosenbaum"
"7795";"Rosenbaum"
"7796";"John_J._Poklemba"
"7797";"Robert_J._Johnson"
"7798";"Carlos_Lopez_Contreras"
"7799";"d'Escoto"
"7800";"Miguel_d'Escoto_Brockmann"
"7801";"Shultz_Leaves"
"7802";"Gerard_Latortue"
"7803";"Latortue"
"7804";"Mud_Huts"
"7805";"Andrei_S._Sakharov"
"7806";"Comrades"
"7807";"Giorgi_P._Razumovsky"
"7808";"Yuri_N._Afanaseyev"
"7809";"Joe_Schmutz"
"7810";"Andrew_Stein"
"7811";"Beattie"
"7812";"Ben"
"7813";"Edward_C._Wallace"
"7814";"Jake"
"7815";"Lynn_Forester"
"7816";"MacLaine"
"7817";"Richard_I._Beattie"
"7818";"Shirley_MacLaine"
"7819";"Sidney_Zion"
"7820";"Sol_Stern"
"7821";"Charles_J._Hynes"
"7822";"Dave_S._Hattem"
"7823";"Keenan"
"7824";"Laurence_A._Levy"
"7825";"Boris_Nikolaiyevich_Yeltsin"
"7826";"Comrades_Bondarev"
"7827";"Mikhail_Sergeyevich_Gorbachev_'s"
"7828";"Altshuler"
"7829";"Anna_Ulyanova"
"7830";"Fyodor_I._Loshchenkov"
"7831";"Gennadi_I._Kalinin"
"7832";"Kalinin"
"7833";"Leonid_A._Chesnakov"
"7834";"Loshchenkov"
"7835";"Sheminov"
"7836";"Valentin_Sheminov"
"7837";"Yaroslavl"
"7838";"Yuri_I._Novikov"
"7839";"Aung_Gyi"
"7840";"Pegu"
"7841";"Prome"
"7842";"Nicolae_Ceausescu_'s"
"7843";"Stalinism"
"7844";"B._N._Yeltsin_'s"
"7845";"Boris_Nikolayevich_Yeltsin"
"7846";"P._Razumovsky"
"7847";"Razumovsky"
"7848";"Roald_Sagdevev"
"7849";"Yeltsin_Appeal"
"7850";"Gumer_Usmanov"
"7851";"Bethel_A.M.E."
"7852";"DeCamp"
"7853";"Dominic_Addabbo"
"7854";"Flake"
"7855";"Floyd_H._Flake"
"7856";"Frank_Sansivieri"
"7857";"Gentile_Displays_Letters"
"7858";"Joan_DeCamp"
"7859";"Knorr"
"7860";"Martin_J._Knorr"
"7861";"Merry_Christmas"
"7862";"Serphin_R._Maltese"
"7863";"A._B._Bofors"
"7864";"Sonia"
"7865";"Harold_Holzer"
"7866";"Irving_Like"
"7867";"Kessel"
"7868";"Ralph_Nader"
"7869";"Richie"
"7870";"Richie_Kessel"
"7871";"Valentine"
"7872";"Begin"
"7873";"Benjamin_Netanyahu"
"7874";"Benny_Begin"
"7875";"Netanyahu"
"7876";"JAMSHEED_K._A._MARKER"
"7877";"Mangosuthu_Buthelezi"
"7878";"Kinshasa"
"7879";"Mobutu_Sese_Seko"
"7880";"Leonel_Brolo_Campos"
"7881";"Jaw"
"7882";"Jaw_Shau_-_kong"
"7883";"Madame_Chiang"
"7884";"Sun_Yat_-_sen"
"7885";"Yu_Kuo_-_hwa"
"7886";"Lee_Hsien_Loong"
"7887";"Frank_J._Barbaro"
"7888";"Adlai_Stevenson"
"7889";"Aileen"
"7890";"Howard_Golden_'s"
"7891";"Koch_Feud_One"
"7892";"Marlboros"
"7893";"Yao_Chia_-_wen"
"7894";"Carlos_Monsivais"
"7895";"Draw"
"7896";"Jacobo"
"7897";"Jacobo_Zabludovsky"
"7898";"Juan_Ruiz_Healy"
"7899";"Jueves_de_Excelsior"
"7900";"R._Perez_Ayala"
"7901";"Zabludovsky"
"7902";"Melton"
"7903";"Richard_Melton"
"7904";"Gorbachev_Analyzing"
"7905";"Ambartsumyan"
"7906";"Demichev"
"7907";"Grant_M._Voskanyan"
"7908";"Pyotr_N._Demichev"
"7909";"Sergei_A._Ambartsumyan"
"7910";"Sided_With"
"7911";"Mission_Alpha"
"7912";"ANTHONY_J._COLAVITA"
"7913";"John_Dyson"
"7914";"Robert_McMillan"
"7915";"Tom_Dewey"
"7916";"Ben_Briscoe"
"7917";"John_Cardinal_O'Connor_'s"
"7918";"Anthony_Cavendish"
"7919";"Douglas_Hurd"
"7920";"Hattersley"
"7921";"Hurd"
"7922";"Tam_Dalyell"
"7923";"Whitehall"
"7924";"Saulius_Sondeckis"
"7925";"Sondeckis"
"7926";"Soviet_Byelorussia"
"7927";"Vaino_Valas"
"7928";"Alexandrov"
"7929";"Chudomir_Alexandrov"
"7930";"Zhivkov"
"7931";"Barabbas"
"7932";"Pontius_Pilate"
"7933";"Abraham_Biderman"
"7934";"Dan_Wolf"
"7935";"Despise"
"7936";"Ed_Meese"
"7937";"Gurston"
"7938";"Jay_Goldin"
"7939";"Ralph_Lamberti"
"7940";"Richard_Piperno"
"7941";"Jack_Simons"
"7942";"Oliver_R._Tambo"
"7943";"Zola_Skweyiya"
"7944";"Stoffel_Botha"
"7945";"Carlos_Huembes"
"7946";"Guillermo_Quant_Tai"
"7947";"Gurdian"
"7948";"Mario_Alegria"
"7949";"Savimbi"
"7950";"William_Safire"
"7951";"Chubinsky"
"7952";"V._Chubinsky"
"7953";"Sein_Lwin"
"7954";"Sein_Win"
"7955";"Anibal_Puerto"
"7956";"Buergenthal"
"7957";"Espinal_Arias"
"7958";"Florencio_Caballero"
"7959";"Hector_Fix_-_Zamudio"
"7960";"Hector_Gros_Espiell"
"7961";"Honduran_Acceptance"
"7962";"Jose_Azcona_Hoyo"
"7963";"Nieto_-_Navia"
"7964";"Paz_Garcia"
"7965";"Pedro_Nikken"
"7966";"Rafael_Nieto_-_Navia"
"7967";"Rodolfo_Piza_Escalante"
"7968";"Thomas_Buergenthal"
"7969";"tribunal"
"7970";"H._La_Guardia"
"7971";"Abdu_Sule"
"7972";"dan_-_kwali"
"7973";"goatskin_drums"
"7974";"Isa_Kaita"
"7975";"Kaita"
"7976";"Kano"
"7977";"Kofar_Yandaka"
"7978";"Lugard"
"7979";"Francisco_Chavez"
"7980";"Andrew_Young_'s"
"7981";"Barthelemy"
"7982";"Creoles"
"7983";"Daniel_Thompson"
"7984";"Ernest_N._Dutch_Morial"
"7985";"Leonie"
"7986";"Matthew_J._O'Rourke"
"7987";"Mayor_Barthelemy"
"7988";"Morial"
"7989";"Reynard_Rochon"
"7990";"Rochon"
"7991";"Sidney_Barthelemy"
"7992";"W._Wilson_Goode"
"7993";"Walter"
"7994";"Airikian"
"7995";"John_F._Kennedy_International_Airport"
"7996";"Paruir_A._Airikyan"
"7997";"Eve_Trivella"
"7998";"Feron"
"7999";"James_Feron_'s"
"8000";"Nicholas_A.Spano"
"8001";"Yonkers_Y.M.C.A."
"8002";"Andean"
"8003";"Antonio_Skarmeta"
"8004";"Arthur_Miller"
"8005";"Augusto"
"8006";"Barros"
"8007";"Borges"
"8008";"Carlos_Prats_Gonzalez"
"8009";"David_Vinas"
"8010";"de_la_Parra"
"8011";"de_la_Parra_'s"
"8012";"Donoso"
"8013";"Elroy"
"8014";"Enrique_Pezzoni"
"8015";"Ernesto_Sabato"
"8016";"Fortin_Mapocho_Diario"
"8017";"Isabel_Allende"
"8018";"Jacobo_Timerman"
"8019";"JORGE_BARROS_TORREALBA"
"8020";"Jorge_Edwards"
"8021";"Jorge_Luis_Borges"
"8022";"Jose_Carasco"
"8023";"Jose_Donoso"
"8024";"Jose_Zalaquett"
"8025";"Juan_Pablo_Cardenas"
"8026";"Julio_Jung"
"8027";"maitre"
"8028";"Marco_Antonio_de_la_Parra"
"8029";"Marras"
"8030";"martin_Caparros"
"8031";"Michael_Townley"
"8032";"Miguel_Bonasso"
"8033";"Nicanor_Parra"
"8034";"Pablo_Neruda"
"8035";"Parra"
"8036";"Patricia_Politzer"
"8037";"Politzer"
"8038";"Prats"
"8039";"Raul_Zurita"
"8040";"Sabato"
"8041";"Salvador_Allende_'s"
"8042";"Sergio_Marras"
"8043";"Sigmund_Freud"
"8044";"Skarmeta"
"8045";"Soriano"
"8046";"Tomas_Eloy_Martinez"
"8047";"Utopia"
"8048";"William_Styron"
"8049";"Krasnaya_Zvezda"
"8050";"Mikhail_P._Shatrov_'s"
"8051";"Solomentsev"
"8052";"Vladimir_I._Melnikov"
"8053";"Yegor_Kuzmich"
"8054";"Battistoni"
"8055";"Claire_Nader"
"8056";"David_E._Battistoni"
"8057";"James_O'Meara"
"8058";"John_O'Brien"
"8059";"Nader"
"8060";"O'Meara"
"8061";"Winchester"
"8062";"Arnold_L._Raphel"
"8063";"Baluchistan"
"8064";"Bhutto"
"8065";"Gulam_Ishaq_Khan"
"8066";"Herbert_M._Wassom"
"8067";"Ishaq_Khan"
"8068";"Jamaat"
"8069";"Junejo"
"8070";"Raphel"
"8071";"Maung_Maung"
"8072";"A._M._Rosenthal_'s"
"8073";"MICHELE_HOFFMAN"
"8074";"Czeslaw_Ki_-_szczak"
"8075";"Czyrek"
"8076";"Jozef_Czyrek"
"8077";"Kiszczack"
"8078";"Kiszczak"
"8079";"Tadeusz_Goclowski"
"8080";"Wladyslaw_Baka"
"8081";"Piotr_Konopka"
"8082";"the_Bishop_of_Gdansk"
"8083";"Aung_San_Suu_Kyi"
"8084";"Gasoline"
"8085";"George_Washington_'s"
"8086";"Shwe_Dagon_Pagoda"
"8087";"U_Aung_Gyi"
"8088";"U_Aung_San"
"8089";"U_Sein_Lwin"
"8090";"U_Thakin_Soe"
"8091";"U_Tin_Oo"
"8092";"Jerzy_Majka"
"8093";"Majka"
"8094";"Messner"
"8095";"Alfonso_Barrantes"
"8096";"Enrique_Zileri"
"8097";"Vargas_Llosa"
"8098";"Min_Ko_Naig"
"8099";"Nu"
"8100";"U_Min_Maung"
"8101";"U_Nu"
"8102";"anti_-_Zia"
"8103";"Fida_Mohammad_Khan"
"8104";"Mohammad_Nawaz_Sharif"
"8105";"pro_-_Zia"
"8106";"Riaz_Mohammad_Khan"
"8107";"Bishop_of_Gdansk"
"8108";"Tadeusz_Gocloski"
"8109";"Pierre_Louw"
"8110";"Baka"
"8111";"Bishop_Jerzy_Dabrowski"
"8112";"Henryk_Sienkiewicz"
"8113";"Krzystof_Sliwinski"
"8114";"Lenin_Shipyard"
"8115";"Marcin_Krol"
"8116";"Mikolaj_Kozakiewicz"
"8117";"Phyllis_E._Oakley"
"8118";"Sliwinski"
"8119";"Stanislaw_Ciosek"
"8120";"Stelmachowski"
"8121";"Alan_Bair"
"8122";"Bair"
"8123";"bamboo_barricades"
"8124";"U_Maung_Ko"
"8125";"Danie_Immelman"
"8126";"Pollsmoor_Prison"
"8127";"W._H._Willemse"
"8128";"Andres_Zaldivar"
"8129";"Aylwin"
"8130";"Patricio_Aylwin"
"8131";"Sergio_Fernandez"
"8132";"Aleksandr_D._Vaisberg"
"8133";"Alexander_Solzhenitsyn"
"8134";"Ilya_Glazunov"
"8135";"Vaisberg"
"8136";"Kwon_Ki_Dae"
"8137";"Lee_Chin_Baek"
"8138";"Lee_Kyu"
"8139";"Oh_Ja"
"8140";"Park_Chol_Su"
"8141";"Allende_Pull"
"8142";"Beatriz"
"8143";"Carmen_Paz_Allende"
"8144";"Guijon"
"8145";"Hortensia_Bussi"
"8146";"Isabel_Allende_Bussi"
"8147";"Luis_Corvalan"
"8148";"Patricio_Guijon_Klein"
"8149";"Antoni_Graberczyk"
"8150";"Ewa_Kuberna"
"8151";"In_Jae_Keun"
"8152";"Robert_F._Kennedy"
"8153";"J._Edward_Lumbard"
"8154";"Meskill"
"8155";"Pro_Quo_Questioned_'"
"8156";"Thomas_J._Meskill"
"8157";"Winter"
"8158";"Haysom"
"8159";"Jay_Naidoo"
"8160";"N._S._Page"
"8161";"Nicholas_Haysom"
"8162";"Oscar_Dhlomo"
"8163";"Ruth_E._Moskowitz"
"8164";"Archbishop_Napier"
"8165";"Archbishop_Wilfrid_Fox_Napier"
"8166";"Joaquin_Navarro_-_Valls"
"8167";"John_Paul_'"
"8168";"Vatican"
"8169";"Joni_Evans"
"8170";"Shana_Alexander"
"8171";"Aid_Cutoff"
"8172";"Badgley"
"8173";"John_H._Badgley"
"8174";"Josef_Silverstein"
"8175";"Silverstein"
"8176";"Tin_Oo"
"8177";"Geremek"
"8178";"Azerbaijani"
"8179";"Disregard"
"8180";"Hatred"
"8181";"M._A._Azizbekov"
"8182";"Rem_G._Ananikyan"
"8183";"Tagiyeva_Nadzhiba"
"8184";"Vladimir_B._Galumyan"
"8185";"Salvador_Allende"
"8186";"Jennifer_Preston"
"8187";"Shana_Alexander_-_the"
"8188";"Capasso_Whisper"
"8189";"David_M._Lawrence"
"8190";"Kevin_J._Ford"
"8191";"Lorenzo_Walker"
"8192";"Marie_Joseph"
"8193";"Hugh_T._Farley"
"8194";"James_L._Seward"
"8195";"Joseph_L._Bruno_of_Saratoga_Springs"
"8196";"Plattsburgh"
"8197";"Stafford"
"8198";"Tarky_J._Lombardi_Jr."
"8199";"Gerald_McKelvey"
"8200";"Gerald_Shargel"
"8201";"Andrew_Jenkins"
"8202";"Bill_Green"
"8203";"Collazo"
"8204";"Fish"
"8205";"Hamilton_Fish_3d"
"8206";"Joseph_DioGuardi"
"8207";"Joseph_Rose"
"8208";"Luis_A._Olmedo"
"8209";"Marty_Markowitz"
"8210";"Mehiel"
"8211";"Nita_M._Lowey"
"8212";"Peter_G._Doukas"
"8213";"Robert_T._Johnson"
"8214";"Rose"
"8215";"Stanley_H._Frere"
"8216";"Charles_M._Smith_Jr."
"8217";"Moskowitz"
"8218";"Ruth_Moskowitz"
"8219";"Stephen_C._Joseph"
"8220";"Ethel"
"8221";"John_Dunne"
"8222";"Mary_C._De_Bourbon"
"8223";"Ruby_Ryles"
"8224";"Stanley_M._Friedman_'s"
"8225";"Brian_Rosner"
"8226";"Peter_Kostant"
"8227";"Shargel"
"8228";"Joan_Alexander"
"8229";"Joseph_Palumbo"
"8230";"Palumbo"
"8231";"Rod"
"8232";"Rod_Smith"
"8233";"Ronald_Maiorana"
"8234";"E._Arthur_Gray"
"8235";"Frank_Sacco"
"8236";"Sandra_L._White"
"8237";"a_Long_Islander"
"8238";"Ask_Koehler"
"8239";"Koehler"
"8240";"Margolis"
"8241";"Richard_J._Koehler"
"8242";"Robert_Kasanof"
"8243";"Ryles"
"8244";"Jean_Monnet"
"8245";"Peregrine_Worsthorne"
"8246";"Worsthorne"
"8247";"Ludu"
"8248";"Trybuna_Ludu"
"8249";"WE'RE"
"8250";"Andy_Capasso"
"8251";"Goldberg"
"8252";"Raw_Ugliness_'"
"8253";"Alan_D._Scheinkman"
"8254";"Howard_Leventhal"
"8255";"Johnny_Carson"
"8256";"Scheinkman"
"8257";"Barbara_Goodman"
"8258";"Barbara_Robinson"
"8259";"Byzantine"
"8260";"Howie"
"8261";"Stewart_E._Abrams"
"8262";"Kenneth_D._Kaunda"
"8263";"Saw_Maung"
"8264";"Adam_-_Schwaetzer"
"8265";"Anke_Fuchs"
"8266";"Helmut_Haussmann"
"8267";"Irmgard_Adam_-_Schwaetzer"
"8268";"Werner_Hoyer"
"8269";"Hough"
"8270";"Jerry_Hough"
"8271";"Vadim_A._Medvedev"
"8272";"Carlo_de_Benedetti"
"8273";"Mitteleuropa"
"8274";"Prosper_Avril"
"8275";"Laurence_A._Urgenson"
"8276";"Urgenson"
"8277";"Dennison_Young_Jr."
"8278";"Jerry"
"8279";"Jim"
"8280";"Michael_Kennedy"
"8281";"Michael_Tabak"
"8282";"Capasso_Described"
